Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
0.241	3.350	10	10	2215	221.500	15.714	221.500	204	247	343.400	24.000	3.500	0.528	0.294	0.593	343.386	24.000	3.496	343	24	1	2	1	6
1.470	11.459	61	61	16248	266.361	49.527	258.000	200	357	498.525	25.557	5.508	0.950	0.510	0.987	498.527	25.545	5.425	497	25	1	4	2	10
0.578	5.255	24	23	6003	250.125	31.680	251.500	202	314	311.083	31.083	2.208	0.486	0.171	0.472	311.102	31.131	2.160	310	29	1	3	4	4
2.193	15.250	91	75	26314	289.165	78.531	272.000	200	495	303.648	51.209	5.791	1.017	0.528	0.898	303.658	51.222	5.749	302	50	1	4	4	11
4.290	25.122	178	133	52716	296.157	74.587	274.000	200	475	319.674	51.534	8.629	1.489	0.785	1.403	319.669	51.505	8.528	318	50	1	5	4	17
4.025	26.887	167	138	45050	269.760	60.166	253.000	201	470	459.743	91.341	7.485	1.393	0.719	1.315	459.830	91.428	7.647	457	88	1	6	7	15
158.876	635.404	6592	3708	1774082	269.127	62.604	251.000	200	614	436.716	121.724	11.683	4.051	1.590	3.948	436.517	121.665	11.614	419	95	1	41	47	29
3.085	21.297	128	108	31443	245.648	33.352	237.500	200	340	449.344	96.039	7.422	1.078	0.513	0.990	449.367	96.073	7.378	448	93	1	4	7	13
0.289	3.861	12	12	3021	251.750	27.140	252.500	202	287	395.417	102.083	3.167	0.560	0.300	0.499	395.404	102.067	3.113	395	102	1	2	2	6
15.304	78.350	635	428	163296	257.159	47.274	244.000	200	397	397.594	108.039	12.474	2.017	0.873	1.899	397.544	108.008	12.472	392	105	1	15	10	22
21.932	107.122	910	585	243694	267.796	64.492	247.000	200	629	451.710	107.781	13.558	2.639	1.287	2.555	451.506	107.804	13.213	447	99	1	13	16	29
57.096	263.615	2369	1546	625072	263.855	63.231	245.000	200	621	465.676	120.621	9.336	2.860	1.153	2.759	465.804	120.700	9.003	458	108	1	15	31	26
196.016	774.471	8133	4626	2291264	281.724	88.368	255.000	200	1188	401.466	132.332	9.457	4.438	1.577	4.298	401.506	132.546	8.993	376	108	1	50	57	26
1.109	10.824	46	39	11835	257.283	46.200	250.000	202	384	421.870	112.913	6.174	0.870	0.473	0.778	421.882	112.925	6.122	421	112	1	3	3	11
0.241	3.350	10	10	2105	210.500	6.737	211.000	200	222	443.400	119.000	3.100	0.544	0.329	0.447	443.407	119.000	3.069	443	119	1	2	1	6
0.506	4.760	21	21	4717	224.619	14.076	222.000	200	246	384.476	128.524	3.143	0.557	0.276	0.479	384.475	128.504	3.124	384	128	1	2	2	6
0.530	5.924	22	22	4996	227.091	22.443	224.000	200	267	177.455	133.727	4.727	0.712	0.443	0.688	177.446	133.752	4.754	177	133	1	2	2	9
1.518	12.165	63	59	14745	234.048	23.028	231.000	202	281	398.730	136.683	5.476	0.991	0.539	0.990	398.720	136.672	5.364	398	135	1	3	4	11
0.723	6.488	30	30	7130	237.667	27.243	235.500	201	283	435.567	136.533	2.833	0.573	0.258	0.498	435.563	136.531	2.788	434	136	1	4	2	6
1.783	13.682	74	66	19442	262.730	61.905	241.500	201	453	397.959	141.905	3.149	0.788	0.292	0.793	398.106	142.006	3.027	395	140	1	6	5	7
1.735	11.867	72	61	20018	278.028	63.481	264.000	201	461	429.833	141.542	2.986	0.726	0.266	0.723	429.846	141.503	2.877	428	140	1	5	5	7
1.133	8.604	47	41	12275	261.170	46.107	251.000	205	376	482.170	141.617	3.000	0.653	0.277	0.559	482.181	141.664	2.904	481	140	1	3	4	7
0.578	5.589	24	24	5905	246.042	28.386	241.500	202	294	467.583	141.333	2.542	0.492	0.199	0.519	467.585	141.322	2.466	466	141	1	4	2	5
238.675	847.301	9903	5119	2746690	277.359	75.381	256.000	200	1018	375.995	158.849	13.212	4.061	1.271	4.100	375.819	159.019	13.177	357	142	1	41	38	29
3.784	26.588	157	128	37954	241.745	44.003	228.000	200	367	395.497	147.981	5.567	1.245	0.496	1.220	395.380	147.807	5.301	392	145	1	9	9	11
0.241	2.627	10	10	2229	222.900	18.083	217.500	204	256	416.600	148.500	1.800	0.320	0.121	0.350	416.629	148.511	1.788	416	148	1	2	2	3
4.266	23.556	177	134	61524	347.593	129.237	305.000	200	691	423.571	154.169	3.814	1.053	0.381	1.061	423.578	154.160	3.510	421	151	1	6	8	9
0.651	6.118	27	27	6775	250.926	29.941	247.000	203	304	304.519	166.444	3.926	0.710	0.388	0.770	304.517	166.409	3.942	304	166	1	2	2	8
1.446	12.485	60	56	14447	240.783	32.712	235.500	201	332	404.450	169.650	2.150	0.712	0.248	0.747	404.417	169.704	2.118	402	166	1	7	8	5
0.747	6.488	31	28	7296	235.355	28.635	223.000	201	296	377.097	177.323	2.935	0.575	0.246	0.496	377.091	177.330	2.875	376	176	1	3	3	6
2.748	17.085	114	88	30010	263.246	44.918	254.500	200	379	387.737	186.202	3.860	0.972	0.421	0.923	387.716	186.234	3.694	386	184	1	6	5	10
0.530	5.502	22	21	5509	250.409	32.731	245.500	207	315	506.818	187.955	1.727	0.437	0.131	0.409	506.833	187.964	1.678	505	186	1	4	5	3
1.446	12.041	60	56	15308	255.133	37.495	255.000	200	335	264.317	187.650	5.850	0.908	0.478	0.852	264.319	187.638	5.831	263	187	1	4	3	11
4.194	25.352	174	136	47170	271.092	52.038	261.500	201	400	384.213	191.546	7.172	1.483	0.789	1.372	384.255	191.556	6.934	382	189	1	5	6	16
117.735	520.819	4885	2986	1347719	275.889	71.579	254.000	200	757	362.795	198.498	13.031	3.860	1.304	3.955	362.512	198.374	13.048	342	187	1	40	29	29
3.808	22.672	158	127	50953	322.487	114.810	281.500	200	661	356.222	203.044	8.525	1.358	0.744	1.129	356.277	203.036	8.313	354	202	1	5	3	16
1.036	7.829	43	38	15212	353.767	122.493	327.000	206	689	384.977	216.837	2.814	0.601	0.235	0.551	384.947	216.807	2.590	384	215	1	3	4	6
33.404	133.536	1386	743	392731	283.356	77.957	262.000	200	688	365.444	223.356	9.913	2.512	1.131	2.358	365.446	223.612	9.828	357	215	1	16	16	27
0.410	4.232	17	17	4618	271.647	47.799	262.000	202	383	454.824	237.706	2.059	0.402	0.156	0.427	454.810	237.694	1.983	454	237	1	3	3	4
3.109	19.499	129	107	40640	315.039	105.155	285.000	201	667	376.233	252.891	6.465	1.111	0.545	1.031	376.372	252.919	6.389	373	252	1	6	3	12
0.940	8.233	39	35	9297	238.385	31.582	229.000	201	316	374.949	257.256	3.436	0.700	0.321	0.645	374.954	257.260	3.344	374	256	1	3	3	7
1.157	9.062	48	43	12462	259.625	51.277	258.000	200	389	379.958	262.979	3.417	0.720	0.350	0.661	379.965	262.980	3.381	379	262	1	3	3	8
1.012	8.233	42	41	10833	257.929	31.222	258.000	200	311	308.452	266.929	4.000	0.758	0.381	0.792	308.453	266.926	3.836	307	266	1	3	3	8
4.411	32.863	183	151	49266	269.213	69.558	241.000	200	516	365.027	275.481	7.803	1.822	0.874	1.786	365.249	275.316	7.331	361	272	1	9	10	18
0.289	2.821	12	12	3240	270.000	37.475	275.000	211	323	422.500	272.500	2.000	0.344	0.124	0.428	422.507	272.474	1.903	422	272	1	2	2	3
0.289	3.720	12	12	3004	250.333	52.025	227.500	207	365	449.833	274.000	1.917	0.382	0.186	0.419	449.835	274.003	1.879	449	273	1	3	3	4
2.940	16.450	122	94	51381	421.156	210.540	345.000	204	1041	395.828	277.525	4.484	1.040	0.468	1.045	395.847	277.495	3.925	394	276	1	5	4	10
0.530	5.131	22	21	6188	281.273	68.971	252.500	215	436	219.682	281.045	2.227	0.470	0.200	0.419	219.674	281.063	2.174	219	280	1	3	3	5
1.663	14.492	69	61	17692	256.406	46.474	239.000	200	371	366.536	280.812	7.986	1.149	0.656	1.173	366.526	280.802	8.048	365	280	1	4	3	14
0.578	5.131	24	24	5696	237.333	24.503	235.000	200	297	374.583	287.917	2.417	0.481	0.201	0.472	374.594	287.923	2.361	374	287	1	3	3	5
0.844	7.775	35	32	7538	215.371	15.049	210.000	200	250	351.571	295.971	3.971	0.615	0.283	0.493	351.590	295.994	3.937	350	295	1	4	3	7
0.506	5.131	21	21	5377	256.048	43.890	250.000	200	356	419.048	303.333	2.286	0.476	0.216	0.508	419.051	303.331	2.201	418	302	1	3	3	5
12.147	50.406	504	316	145264	288.222	64.337	276.000	200	476	389.742	308.073	7.877	1.818	0.805	1.730	389.703	308.133	7.831	385	304	1	10	8	17
3.374	19.293	140	109	37330	266.643	68.043	239.500	200	512	426.257	312.864	2.636	0.877	0.257	0.870	426.211	312.734	2.527	424	308	1	6	11	6
5.326	30.520	221	170	59219	267.959	58.379	246.000	200	451	403.742	311.919	5.118	1.185	0.466	1.142	403.607	311.968	5.085	402	309	1	7	7	11
4.868	30.008	202	154	49194	243.535	37.083	235.000	200	371	417.104	314.941	5.530	1.126	0.418	1.098	417.183	314.896	5.475	414	312	1	8	7	11
1.205	9.979	50	46	13446	268.920	54.274	257.000	204	391	389.680	317.980	4.220	0.846	0.452	0.757	389.667	317.969	4.032	389	317	1	3	3	10
3.615	23.026	150	118	38186	254.573	49.207	241.000	200	399	422.527	323.380	5.867	1.142	0.521	1.088	422.630	323.401	5.627	418	322	1	8	4	11
1.422	11.072	59	54	15540	263.390	52.377	249.000	200	406	428.237	327.864	5.576	0.899	0.483	0.711	428.251	327.865	5.555	427	327	1	3	3	10
12.533	70.613	520	375	151623	291.583	77.267	271.500	200	533	431.510	337.496	6.271	1.962	0.817	1.915	431.272	337.595	6.332	425	331	1	20	12	16
2.555	19.746	106	91	24109	227.443	24.430	221.000	200	297	423.991	333.179	5.821	1.088	0.557	0.932	423.989	333.184	5.785	422	331	1	6	5	13
2.217	16.118	92	87	23200	252.174	48.813	233.500	200	402	479.130	338.641	2.348	0.821	0.250	0.836	479.089	338.453	2.295	477	334	1	6	9	5
2.217	18.212	92	76	22432	243.826	39.564	230.500	200	336	419.196	337.641	8.728	1.174	0.653	1.033	419.227	337.642	8.820	417	336	1	5	4	15
211.007	700.133	8755	4109	2682477	306.394	104.289	272.000	200	875	459.319	355.930	12.260	4.536	1.652	4.618	459.847	355.930	12.222	432	337	1	55	38	29
9.761	38.685	405	225	160385	396.012	177.930	336.000	200	939	507.010	343.822	5.123	1.460	0.521	1.422	507.093	343.799	4.392	502	340	1	10	8	13
1.326	10.349	55	48	13386	243.382	28.885	241.000	200	298	472.473	343.491	3.509	0.711	0.290	0.702	472.477	343.477	3.448	471	342	1	4	4	7
0.265	3.473	11	11	2378	216.182	16.762	210.000	201	246	476.727	344.273	3.000	0.418	0.218	0.435	476.741	344.258	2.980	476	344	1	2	2	5
3.061	21.826	127	104	36446	286.976	79.806	255.000	200	527	457.205	344.803	8.047	1.296	0.679	1.224	457.212	344.780	8.232	455	343	1	6	4	15
0.699	6.629	29	29	6572	226.621	18.615	222.000	203	269	496.379	345.793	3.448	0.638	0.316	0.618	496.361	345.817	3.474	496	345	1	2	3	7
52.589	219.331	2182	1258	593769	272.121	75.098	251.000	200	767	399.626	352.172	13.269	2.845	1.213	2.711	399.963	352.025	13.300	389	344	1	22	17	29
15.449	73.010	641	401	177243	276.510	68.368	254.000	200	482	493.236	363.594	8.730	1.848	0.720	1.780	492.981	363.552	8.881	488	358	1	13	10	17
2.121	14.845	88	73	22256	252.909	43.039	241.000	200	362	405.193	361.886	4.307	0.912	0.374	0.943	405.249	361.908	4.207	402	360	1	6	4	9
16.509	75.953	685	420	228767	333.966	153.471	277.000	200	978	507.359	368.565	10.016	2.158	1.068	1.987	507.284	368.724	10.247	503	361	1	9	14	25
19.426	99.134	806	548	234004	290.328	89.900	258.500	200	643	377.285	373.948	14.958	2.902	1.503	2.772	377.284	373.781	15.757	372	368	1	12	13	29
0.289	3.861	12	12	2654	221.167	19.437	212.500	201	248	464.583	373.083	3.333	0.549	0.299	0.535	464.608	373.076	3.291	464	373	1	2	2	6
25.981	113.048	1078	652	286836	266.082	53.535	253.000	200	494	483.072	371.921	12.780	2.158	0.965	1.953	483.091	371.956	12.624	473	368	1	18	10	25
2.723	19.269	113	95	32010	283.274	65.782	274.000	200	461	369.044	377.186	9.699	1.334	0.759	1.303	369.059	377.208	9.627	368	376	1	3	4	17
2.434	19.446	101	94	23675	234.406	24.994	230.000	200	286	498.921	377.881	7.129	1.271	0.731	1.158	498.924	377.897	7.070	497	376	1	5	4	15
35.839	192.473	1487	1033	368295	247.677	47.314	233.000	200	556	445.697	376.264	14.709	2.465	1.075	2.308	445.367	376.361	14.716	434	369	1	26	15	29
23.354	99.875	969	590	288491	297.720	90.948	275.000	200	828	501.622	387.660	9.196	2.226	0.816	2.266	501.192	387.426	8.765	495	383	1	16	12	19
1.085	10.366	45	45	9859	219.089	13.820	217.000	200	253	510.400	384.644	6.378	0.964	0.531	0.946	510.389	384.628	6.318	510	383	1	2	4	11
11.496	68.458	477	351	122082	255.937	50.463	240.000	200	438	459.122	384.713	16.866	2.647	1.417	2.423	459.017	384.739	16.669	452	382	1	17	7	29
