Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
0.844	7.652	35	33	8524	243.543	38.774	222.000	205	319	183.371	32.057	3.429	0.666	0.331	0.624	183.401	32.064	3.428	182	31	1	3	3	7
42.997	129.611	1784	789	667388	374.096	156.636	326.000	200	990	177.155	42.332	8.569	2.512	0.917	2.474	177.289	41.962	8.407	170	35	1	15	18	23
10.990	51.533	456	292	177931	390.200	183.251	326.500	200	1017	231.833	189.395	8.031	1.938	0.898	1.985	231.855	189.468	7.518	226	187	1	12	6	20
1.253	10.878	52	47	12402	238.500	26.851	234.500	200	293	216.212	201.942	5.308	0.916	0.495	0.772	216.240	201.920	5.205	215	201	1	3	3	10
2.507	21.014	104	97	24621	236.740	23.629	235.500	200	291	214.375	207.000	10.683	1.910	1.131	1.829	214.379	207.000	10.635	213	206	1	3	3	21
2.651	15.252	110	84	37654	342.309	125.874	313.000	200	692	103.364	247.355	3.436	0.875	0.329	0.816	103.420	247.379	3.141	101	245	1	6	5	8
11.761	58.691	488	323	139889	286.658	75.299	262.000	200	483	174.844	258.504	10.658	1.887	0.938	1.684	174.806	258.669	10.603	170	255	1	10	9	22
15.425	66.377	640	390	237591	371.236	174.351	309.500	200	966	165.648	265.266	10.408	2.238	1.078	2.182	166.016	265.263	10.579	160	262	1	10	7	23
9.014	51.095	374	273	96984	259.316	67.589	235.000	200	511	154.061	270.027	6.233	1.702	1.053	1.436	154.275	270.100	5.900	149	266	1	10	9	22
20.848	94.657	865	560	249815	288.803	73.333	270.000	200	556	142.695	276.134	11.898	2.678	1.197	2.719	142.847	276.112	11.560	138	270	1	10	12	25
1.711	13.646	71	58	21110	297.324	75.377	290.000	201	469	131.944	284.437	4.901	0.992	0.502	0.881	131.940	284.446	4.732	130	283	1	4	4	11
20.968	101.535	870	589	264545	304.075	96.187	267.000	200	590	64.216	308.749	7.255	2.272	1.033	2.240	63.447	308.919	6.841	55	302	1	21	12	26
16.774	86.845	696	491	205347	295.039	88.231	264.000	200	625	267.112	100.411	17.625	2.328	1.118	2.193	267.043	100.545	17.725	262	94	3	10	12	26
3.880	28.649	161	135	39030	242.422	41.360	230.000	200	385	187.584	116.596	12.466	1.365	0.710	1.315	187.682	116.643	12.507	184	114	3	7	5	17
9.882	54.020	410	296	104402	254.639	44.150	243.000	200	411	100.629	292.027	11.173	1.522	0.606	1.478	100.681	292.034	11.220	95	289	3	13	8	16
7.110	38.239	295	213	101427	343.820	156.052	287.000	200	951	87.637	304.102	14.678	1.920	1.064	1.809	87.709	304.138	15.009	85	301	3	6	6	22
6.387	35.842	265	184	70816	267.230	54.291	252.000	200	410	219.540	93.434	12.408	1.489	0.711	1.393	219.621	93.371	12.328	216	91	4	8	6	18
34.248	141.979	1421	802	452008	318.091	128.165	273.000	200	893	193.583	232.836	15.424	2.436	0.938	2.408	193.905	232.349	15.691	184	227	4	19	17	25
0.627	6.118	26	26	6863	263.962	36.708	259.500	212	336	250.538	139.577	8.269	0.690	0.374	0.694	250.548	139.603	8.264	250	139	5	2	2	8
0.892	9.467	37	32	8579	231.865	27.167	227.000	200	303	134.892	273.081	9.270	0.803	0.447	0.720	134.891	273.074	9.252	134	272	5	3	3	10
37.791	127.604	1568	775	532757	339.768	128.942	299.000	200	948	172.654	65.446	21.181	2.634	1.072	2.566	172.302	65.300	21.899	165	59	6	17	24	23
9.134	42.752	379	234	126531	333.855	116.568	304.000	200	666	178.327	87.166	15.792	1.797	0.913	1.662	178.340	87.162	15.705	176	84	6	5	8	21
0.795	8.956	33	29	8024	243.152	42.287	226.000	200	349	181.970	10.000	11.576	0.813	0.444	0.663	181.961	9.997	11.584	181	9	7	3	3	10
0.940	8.692	39	37	10065	258.077	43.374	258.000	200	359	267.333	64.359	11.462	0.846	0.450	0.665	267.338	64.375	11.391	266	63	7	3	3	10
54.324	189.419	2254	1163	705698	313.087	127.115	266.000	200	1130	238.358	103.589	21.685	2.787	1.126	2.678	238.706	103.582	22.426	220	97	7	31	15	22
5.784	33.426	240	181	66643	277.679	70.199	254.000	200	530	227.337	196.542	18.671	1.896	1.057	1.759	227.404	196.612	18.936	226	193	7	4	7	22
0.265	3.737	11	11	2737	248.818	27.480	249.000	211	292	156.000	2.636	11.182	0.598	0.366	0.487	156.000	2.652	11.189	156	2	8	1	2	7
1.952	15.020	81	73	21298	262.938	43.627	258.000	200	379	186.000	102.654	14.765	1.248	0.667	1.264	185.994	102.640	14.729	185	102	8	3	3	14
4.483	31.434	186	163	47374	254.699	40.809	248.000	200	370	262.027	112.102	18.989	2.013	1.039	2.002	262.011	112.091	19.326	260	110	8	5	6	21
12.774	50.741	530	322	161082	303.928	91.305	277.000	200	638	46.236	243.821	21.555	1.870	0.873	1.822	46.283	243.913	22.165	42	241	8	10	7	21
15.232	63.085	632	400	160364	253.741	41.370	243.000	200	373	2.274	308.391	22.541	1.859	0.856	1.766	2.276	308.260	22.781	0	302	8	7	13	21
0.651	6.682	27	27	5666	209.852	7.784	207.000	201	225	39.000	244.630	11.407	0.601	0.313	0.610	39.004	244.622	11.410	38	244	9	3	3	7
