Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
0.241	2.945	10	10	2280	228.000	23.190	226.500	200	268	353.800	6.600	1.800	0.331	0.119	0.340	353.803	6.614	1.778	353	6	1	3	2	3
0.265	3.122	11	11	3027	275.182	49.879	277.000	205	362	160.455	8.909	1.273	0.300	0.078	0.312	160.462	8.932	1.232	159	8	1	4	3	2
0.554	6.086	23	23	5353	232.739	30.664	222.000	201	299	143.478	19.478	1.087	0.563	0.249	0.528	143.478	19.462	1.078	140	17	1	7	7	2
133.979	467.903	5559	2813	1930518	347.278	149.426	301.000	200	1291	341.456	38.460	12.223	4.063	1.483	4.150	341.664	38.663	12.197	325	19	1	34	44	28
52.637	198.215	2184	1171	668060	305.888	92.152	282.000	200	748	111.934	35.647	14.485	3.109	1.280	3.021	111.971	35.515	14.536	106	25	1	11	26	28
52.830	202.558	2192	1157	730043	333.049	130.601	296.000	200	1073	121.656	70.887	10.651	3.149	1.211	3.162	121.700	70.451	10.866	114	54	1	15	37	24
0.603	5.713	25	22	6279	251.160	38.283	239.000	202	339	329.280	65.160	2.840	0.504	0.200	0.473	329.295	65.166	2.847	328	64	1	3	3	5
0.795	6.471	33	30	8164	247.394	40.235	230.000	200	324	330.848	71.424	2.303	0.524	0.175	0.525	330.842	71.427	2.286	330	70	1	3	4	5
3.061	22.567	127	106	32767	258.008	53.892	240.000	200	402	305.803	77.346	9.433	1.430	0.796	1.398	305.683	77.378	9.721	303	75	1	7	5	16
0.289	3.192	12	12	2907	242.250	34.723	232.500	202	319	313.167	76.667	1.500	0.327	0.102	0.313	313.156	76.668	1.465	312	76	1	3	3	3
9.134	44.121	379	250	134479	354.826	151.839	310.000	200	1032	297.757	86.781	3.741	1.401	0.517	1.361	297.865	86.866	3.586	292	81	1	16	12	10
7.158	32.514	297	194	89663	301.896	78.315	284.000	200	588	114.242	97.003	4.101	1.207	0.382	1.249	114.249	97.158	3.968	112	92	1	5	11	10
24.969	117.873	1036	647	347761	335.677	139.780	286.000	200	936	129.939	108.496	6.830	2.152	0.766	2.157	130.044	108.914	6.798	123	95	1	16	25	16
1.446	10.138	60	54	16552	275.867	49.880	273.000	200	369	293.167	99.400	3.200	0.690	0.251	0.665	293.164	99.420	3.171	291	98	1	5	4	6
1.711	13.030	71	64	17846	251.352	43.296	241.000	200	371	385.803	103.549	3.676	0.767	0.286	0.729	385.904	103.578	3.665	382	102	1	7	4	7
6.025	30.895	250	183	86481	345.924	140.573	298.000	200	789	291.440	111.304	3.244	1.153	0.389	1.108	291.540	111.398	3.085	286	105	1	14	10	7
0.723	5.679	30	28	8252	275.067	56.986	266.500	201	404	295.467	117.133	1.800	0.451	0.099	0.463	295.469	117.141	1.722	294	116	1	4	4	3
