Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
50.010	193.120	2075	1130	706325	340.398	159.139	284.000	200	1094	287.582	142.738	16.743	2.922	1.151	2.872	287.580	142.610	16.777	269	138	1	33	13	28
2.507	13.595	104	74	46106	443.327	225.203	357.500	208	1077	207.731	152.702	3.471	0.827	0.258	0.783	207.674	152.699	3.090	206	151	1	5	5	7
17.473	79.995	725	432	274996	379.305	189.316	316.000	200	1238	381.516	157.999	10.499	2.031	0.861	1.900	381.128	157.387	9.966	375	150	1	14	20	19
2.290	12.889	95	70	35587	374.600	146.135	328.000	204	761	209.516	167.042	3.411	0.784	0.243	0.752	209.487	167.141	3.257	208	165	1	4	5	7
1.615	14.176	67	59	17466	260.687	57.570	243.000	200	385	201.194	171.194	4.254	0.968	0.483	0.902	201.352	171.124	4.085	197	169	1	8	5	9
2.097	13.629	87	66	33260	382.299	167.710	316.000	202	893	235.713	171.655	5.402	0.884	0.384	0.763	235.760	171.690	5.387	234	170	1	4	4	9
75.895	278.978	3149	1593	1143072	362.995	200.261	297.000	200	1937	24.200	178.302	13.232	3.409	1.373	3.243	24.433	177.536	13.341	4	168	1	36	20	30
24.390	90.085	1012	525	380454	375.943	182.189	309.500	200	1160	183.079	180.676	8.933	1.997	0.711	1.944	183.002	180.896	8.418	175	173	1	15	15	18
6.459	28.723	268	171	98524	367.627	179.872	287.500	200	988	57.821	184.638	4.739	1.257	0.463	1.195	58.110	184.551	4.147	55	182	1	7	8	11
49.649	173.448	2060	1016	729643	354.196	159.625	313.500	200	1615	70.321	185.919	11.977	2.939	1.165	2.940	70.123	185.909	11.444	56	177	1	27	20	25
1.012	7.618	42	36	12372	294.571	92.470	259.000	200	526	83.286	195.429	2.333	0.574	0.171	0.564	83.286	195.401	2.211	82	194	1	4	4	5
4.073	22.764	169	112	51576	305.183	93.877	281.000	203	648	184.083	193.462	5.716	1.125	0.466	1.048	184.124	193.462	5.719	181	190	1	7	8	10
4.073	19.327	169	114	63052	373.089	154.217	330.000	201	848	94.024	199.462	3.408	0.953	0.267	0.920	93.940	199.378	3.056	92	197	1	6	7	8
0.699	6.294	29	28	7565	260.862	37.572	256.000	200	332	193.966	198.414	3.069	0.552	0.254	0.496	193.937	198.414	3.040	193	197	1	3	3	6
60.398	247.609	2506	1385	913919	364.692	193.987	298.000	200	1419	107.335	199.304	14.938	3.606	1.445	3.567	106.077	198.542	14.971	93	189	1	35	25	30
24.390	103.396	1012	588	388729	384.120	207.614	311.500	200	1514	157.516	211.264	8.176	2.137	0.749	2.207	157.472	211.381	7.613	148	205	1	20	14	16
75.509	246.750	3133	1446	1365766	435.929	317.284	310.000	200	2372	142.535	205.590	15.281	3.466	1.354	3.342	141.485	206.727	13.221	132	186	1	27	32	30
0.241	2.874	10	10	2271	227.100	32.085	216.000	200	300	120.200	215.100	1.400	0.293	0.059	0.313	120.189	215.090	1.385	119	214	1	3	3	2
0.723	5.890	30	27	7781	259.367	55.405	248.000	203	429	131.967	217.567	2.100	0.486	0.147	0.452	131.974	217.640	1.978	131	216	1	3	4	4
2.434	15.042	101	79	26867	266.010	56.783	248.000	200	439	157.465	223.168	3.158	0.835	0.289	0.828	157.544	223.237	2.979	155	221	1	6	6	7
1.615	10.262	67	55	25920	386.866	156.825	336.000	200	769	113.851	238.597	3.269	0.709	0.241	0.692	113.889	238.587	3.121	112	237	1	4	4	6
0.868	7.581	36	32	9796	272.111	66.423	252.500	200	457	7.083	267.750	3.972	0.608	0.276	0.499	7.092	267.746	3.965	6	267	1	3	3	7
20.872	86.980	866	484	304337	351.428	182.674	280.000	200	1292	314.865	279.313	7.557	2.083	0.831	2.086	314.028	280.033	7.021	309	267	1	15	21	17
5.543	31.773	230	157	57910	251.783	49.348	234.000	200	411	35.661	284.761	8.752	1.354	0.652	1.211	35.655	284.828	8.576	31	281	1	9	8	14
14.991	66.701	622	353	213793	343.719	169.416	276.000	200	1075	58.913	286.611	8.754	1.876	0.852	1.695	58.824	286.868	8.207	53	280	1	12	12	21
170.589	535.110	7078	3192	2618157	369.901	196.977	298.000	200	1660	299.631	307.114	10.696	4.863	1.839	4.857	301.528	306.260	10.410	266	287	1	63	39	25
0.313	3.650	13	13	2802	215.538	9.938	211.000	201	233	280.692	309.846	2.231	0.382	0.163	0.348	280.705	309.829	2.226	280	309	1	2	3	4
23.137	113.624	960	638	282850	294.635	103.748	262.000	200	892	262.224	310.576	8.552	2.606	1.167	2.536	262.550	310.415	8.738	252	303	1	20	20	24
19.185	78.463	796	432	237943	298.923	94.843	265.000	200	668	231.997	320.825	10.069	1.899	0.771	1.743	232.012	320.499	9.864	228	315	1	11	13	20
2.916	18.285	121	88	32946	272.281	61.404	253.000	200	446	267.074	323.091	5.446	0.898	0.321	0.821	267.065	323.083	5.509	264	321	1	7	5	9
1.398	10.473	58	49	19796	341.310	117.358	318.000	200	668	276.086	337.793	4.810	0.746	0.327	0.733	276.092	337.763	4.831	275	336	1	4	4	8
4.603	22.674	191	117	113226	592.806	451.270	410.000	204	1824	246.476	343.393	4.644	1.119	0.394	1.110	246.481	343.429	3.873	244	341	1	6	6	10
1.422	9.627	59	46	19951	338.153	128.063	276.000	205	616	220.559	343.525	3.034	0.695	0.231	0.573	220.599	343.535	2.942	219	342	1	4	4	6
0.964	7.758	40	34	10976	274.400	68.254	236.500	203	396	204.650	157.400	4.625	0.611	0.241	0.566	204.627	157.417	4.579	203	156	2	4	4	6
0.892	7.441	37	34	9807	265.054	50.967	255.000	200	384	178.297	195.595	4.297	0.584	0.228	0.538	178.282	195.591	4.294	177	195	2	4	3	6
2.916	17.225	121	90	48704	402.512	184.543	344.000	200	968	4.521	274.273	6.975	1.013	0.445	0.907	4.524	274.225	6.782	3	272	2	4	5	11
0.916	7.635	38	33	10714	281.947	66.954	262.000	203	473	162.947	347.921	4.868	0.555	0.210	0.501	162.925	347.945	4.814	162	346	2	3	4	6
1.832	11.690	76	57	26050	342.763	130.044	301.000	200	705	226.697	123.382	6.724	0.778	0.299	0.759	226.736	123.364	6.683	225	122	3	4	4	8
34.537	113.597	1433	639	365766	255.245	58.144	236.000	200	484	44.909	271.743	11.685	2.170	0.661	2.089	45.221	271.922	11.777	32	261	3	22	20	18
1.856	15.216	77	71	20001	259.753	48.281	250.000	201	407	241.519	327.766	7.597	0.967	0.468	0.948	241.526	327.883	7.526	240	324	3	4	8	10
0.410	4.884	17	15	4056	238.588	33.965	225.000	206	314	146.882	332.000	5.353	0.478	0.196	0.375	146.859	332.000	5.338	146	331	3	3	3	5
