Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
2.699	18.144	112	91	28471	254.205	51.415	240.000	200	449	51.134	11.741	4.241	0.941	0.358	0.922	50.996	11.859	4.172	49	9	1	7	6	8
1.952	12.201	81	65	28583	352.877	129.754	322.000	201	703	52.481	19.889	4.148	0.794	0.315	0.782	52.490	19.921	4.081	51	18	1	4	4	8
1.808	12.555	75	66	20480	273.067	65.175	258.000	200	431	57.027	34.813	2.960	0.773	0.300	0.805	57.012	34.761	2.833	55	33	1	5	7	7
2.266	13.682	94	70	34753	369.713	148.776	322.000	201	770	371.447	70.702	4.883	0.858	0.346	0.842	371.450	70.696	4.791	369	69	1	5	4	9
0.554	5.977	23	20	6168	268.174	52.070	259.000	209	399	59.087	96.043	2.739	0.526	0.210	0.544	59.086	96.044	2.774	58	95	1	3	3	5
547.894	1480.426	22733	9020	8022503	352.901	170.681	296.000	200	1668	77.877	68.471	19.717	5.850	2.334	5.665	79.071	70.429	20.072	56	18	1	47	86	30
25.764	112.546	1069	636	328032	306.859	125.627	261.000	200	939	368.471	122.444	5.725	2.287	0.860	2.302	368.603	122.697	5.112	360	108	1	16	29	15
0.940	6.859	39	34	13145	337.051	99.813	329.000	210	618	370.179	111.974	2.487	0.540	0.163	0.598	370.162	111.959	2.317	369	111	1	4	3	5
244.146	663.292	10130	3924	3050590	301.144	129.835	266.000	200	1564	99.825	129.074	18.499	4.971	1.990	4.644	99.990	128.222	18.298	84	102	1	33	69	30
14.895	53.882	618	306	228263	369.358	176.640	310.000	200	1104	83.117	137.108	8.879	1.717	0.647	1.620	83.316	137.201	8.441	78	133	1	10	10	16
0.892	6.789	37	33	9888	267.243	59.590	254.000	203	419	376.243	144.919	2.378	0.523	0.143	0.541	376.241	144.888	2.280	375	143	1	4	4	4
0.699	6.030	29	26	7711	265.897	50.374	257.000	203	381	83.931	149.793	2.552	0.505	0.179	0.508	83.901	149.776	2.456	83	149	1	3	3	5
0.554	5.061	23	22	6250	271.739	66.685	260.000	201	412	72.565	152.000	2.087	0.443	0.147	0.448	72.561	151.993	2.008	71	151	1	4	3	4
184.182	606.500	7642	3532	2729652	357.191	178.349	292.000	200	1417	366.213	167.059	13.546	4.788	1.981	4.712	366.354	166.688	12.873	351	139	1	28	69	30
55.264	222.077	2293	1218	827017	360.670	205.138	297.000	200	1777	94.542	172.137	9.971	3.410	1.179	3.488	95.078	173.555	10.053	83	150	1	24	38	23
0.386	3.597	16	16	4209	263.062	29.483	263.000	218	314	403.500	173.500	2.500	0.437	0.180	0.437	403.513	173.471	2.441	403	173	1	2	2	4
0.844	7.194	35	31	10479	299.400	69.086	283.000	203	464	410.200	185.914	4.257	0.575	0.253	0.543	410.232	185.966	4.295	409	185	1	3	3	7
0.651	5.625	27	26	7550	279.630	78.136	232.000	204	422	380.593	192.333	2.037	0.483	0.173	0.444	380.582	192.352	1.964	379	191	1	4	4	4
5.399	25.286	224	151	80828	360.839	196.678	283.500	200	1300	372.085	202.237	3.759	1.119	0.376	1.093	372.176	202.094	3.317	369	199	1	7	10	9
