Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
18893	5454	18893	3014	56679	3	0	3	3	3	339.853	320.671	14.505	16.284	1.781	16.313	339.873	320.672	14.505	321	303	1	39	35	28
14941	4686	14941	2553	29882	2	0	2	2	2	363.490	349.796	13.427	15.141	1.879	14.806	363.490	349.796	13.427	346	335	1	37	31	28
13860	5060	13860	3029	69300	5	0	5	5	5	472.912	363.148	19.546	15.789	4.110	15.439	472.867	363.148	19.546	455	342	7	43	40	22
12487	4514	12487	2850	49948	4	0	4	4	4	347.513	14.499	20.438	15.410	4.473	14.203	347.513	14.499	20.438	329	0	8	47	31	21
8571	3136	8571	1911	51426	6	0	6	6	6	317.889	33.586	20.170	12.486	1.768	12.662	317.889	33.586	20.170	304	20	8	28	27	21
3284	2016	3284	1110	22988	7	0	7	7	7	291.686	59.277	21.608	9.490	2.378	9.690	291.686	59.277	21.608	282	44	15	20	28	14
7365	3030	7365	1953	58920	8	0	8	8	8	259.235	182.094	23.468	12.465	2.978	12.938	259.235	182.094	23.468	243	167	15	31	32	14
6526	2592	6526	1612	58734	9	0	9	9	9	441.256	372.028	22.588	11.526	2.403	11.798	441.237	372.028	22.588	429	357	15	25	30	14
1629	1274	1629	751	19548	12	0	12	12	12	302.529	52.228	23.514	7.932	2.604	7.690	302.529	52.228	23.514	293	43	16	16	24	13
7221	2996	7221	1909	79431	11	0	11	11	11	276.830	142.607	23.513	12.305	3.001	12.908	276.840	142.607	23.513	261	126	16	32	33	13
