Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
11115	3558	11115	2323	122265	11	0	11	11	11	503.348	113.878	12.613	13.722	2.091	13.746	503.374	113.878	12.613	492	98	1	20	32	28
1790	1454	1790	747	5370	3	0	3	3	3	389.337	164.635	7.716	7.625	1.811	7.609	389.337	164.635	7.716	378	156	1	19	20	15
1665	1582	1665	826	13320	8	0	8	8	8	288.271	185.701	6.808	8.526	3.010	8.556	288.271	185.701	6.808	277	175	1	26	22	13
10708	3620	10708	2361	64248	6	0	6	6	6	221.400	192.558	7.100	13.746	2.810	14.430	221.400	192.558	7.100	204	177	1	35	32	16
14650	4334	14650	2585	190450	13	0	13	13	13	188.464	203.001	10.463	14.856	1.773	15.141	188.446	203.001	10.463	172	187	1	35	33	23
5458	2756	5458	1492	76412	14	0	14	14	14	129.019	192.277	11.968	10.898	2.451	11.361	129.019	192.277	11.968	117	180	2	29	27	19
14753	4452	14753	2583	236048	16	0	16	16	16	27.936	44.453	16.704	14.882	1.224	14.856	27.936	44.453	16.704	12	29	3	31	31	28
1204	900	1204	501	14448	12	0	12	12	12	139.904	197.400	9.979	6.526	1.250	6.533	139.904	197.400	9.979	135	191	4	11	15	15
1136	1176	1136	590	11360	10	0	10	10	10	310.537	251.649	11.019	7.119	2.344	7.040	310.537	251.649	11.019	301	240	5	19	20	13
14880	4770	14880	2892	252960	17	0	17	17	17	52.785	88.714	20.289	15.599	2.983	14.942	52.785	88.713	20.289	37	67	6	33	39	25
9100	3406	9100	2164	163800	18	0	18	18	18	51.139	47.025	23.260	13.138	2.668	12.845	51.139	47.025	23.260	40	30	9	25	36	22
4451	2312	4451	1447	84569	19	0	19	19	19	97.021	154.308	26.692	10.751	2.825	11.045	97.021	154.308	26.692	83	140	20	29	30	11
