Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
8066	3300	8066	1960	145188	18	0	18	18	18	379.738	53.271	13.620	12.505	2.390	12.808	379.721	53.271	13.620	369	40	1	20	31	29
7936	3298	7936	2066	158720	20	0	20	20	20	392.642	57.691	13.029	12.522	2.713	12.878	392.642	57.691	13.029	383	40	1	21	32	29
18596	6888	18596	4083	390516	21	0	21	21	21	383.644	111.859	14.920	17.305	3.780	17.022	383.630	111.858	14.920	356	88	1	47	44	30
2306	1734	2306	1180	29978	13	0	13	13	13	404.507	125.734	2.880	9.773	3.648	9.642	404.507	125.734	2.880	395	112	1	24	33	7
1237	1144	1237	719	23503	19	0	19	19	19	1.421	233.824	12.808	7.477	2.436	7.637	1.421	233.824	12.808	0	224	1	6	21	23
1338	1342	1338	661	21408	16	0	16	16	16	376.475	83.489	11.458	7.232	2.157	7.264	376.475	83.489	11.458	369	74	6	19	21	14
14567	4376	14567	2535	364175	25	0	25	25	25	254.298	236.796	20.914	14.933	1.957	14.999	254.283	236.794	20.914	238	221	7	34	34	24
16022	4662	16022	2694	368506	23	0	23	23	23	412.053	71.308	20.158	15.306	1.800	15.776	412.068	71.308	20.158	395	54	8	35	36	23
8826	3162	8826	1987	255954	29	0	29	29	29	312.363	170.886	23.943	12.763	2.339	13.273	312.352	170.886	23.943	298	156	14	30	31	17
6096	2578	6096	1584	207264	34	0	34	34	34	268.172	209.587	24.779	11.363	2.326	11.521	268.161	209.587	24.779	255	195	15	26	30	16
2268	1496	2268	791	68040	30	0	30	30	30	399.334	92.810	24.100	8.239	2.040	7.959	399.334	92.810	24.100	388	84	17	24	20	14
3265	1750	3265	1084	114275	35	0	35	35	35	365.982	130.943	25.285	9.544	2.515	9.239	365.989	130.943	25.285	355	121	17	28	20	14
6782	2808	6782	1751	217024	32	0	32	32	32	342.432	174.307	25.243	11.914	2.629	12.366	342.432	174.307	25.243	328	160	17	30	31	14
