Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
10898	4098	10898	2303	21796	2	0	2	2	2	304.859	271.784	9.677	13.135	2.731	13.929	304.859	271.784	9.677	289	256	1	32	32	19
18836	5384	18836	3315	169524	9	0	9	9	9	123.018	295.272	16.918	16.415	1.939	16.284	123.009	295.271	16.918	107	280	1	33	32	32
13460	4288	13460	2244	80760	6	0	6	6	6	251.897	304.467	14.404	14.390	1.137	14.497	251.897	304.467	14.404	236	289	1	33	32	28
8631	4004	8631	2119	25893	3	0	3	3	3	352.663	106.012	14.159	12.060	2.705	12.704	352.663	106.012	14.159	338	92	4	30	29	21
15319	4628	15319	2564	229785	15	0	15	15	15	224.686	319.291	18.512	15.069	1.171	15.102	224.706	319.290	18.512	209	304	5	33	32	28
14667	4948	14667	2616	234672	16	0	16	16	16	339.135	222.096	19.457	15.252	2.247	14.782	339.135	222.096	19.457	315	207	6	41	33	27
1010	870	1010	468	4040	4	0	4	4	4	76.350	310.783	10.963	5.551	1.358	6.017	76.350	310.783	10.963	70	304	6	14	14	10
16956	5328	16956	3325	322164	19	0	19	19	19	147.759	305.359	23.428	16.594	3.990	15.843	147.775	305.360	23.428	125	285	10	41	43	23
3651	2450	3651	1283	36510	10	0	10	10	10	359.901	25.881	17.337	9.982	2.805	10.154	359.901	25.881	17.337	346	14	11	28	27	16
1560	1424	1560	726	10920	7	0	7	7	7	305.925	218.022	15.929	7.787	2.434	7.819	305.925	218.022	15.929	297	205	11	19	25	13
14798	4370	14798	2713	310758	21	0	21	21	21	244.291	270.479	23.752	15.006	2.191	15.625	244.275	270.478	23.752	228	254	12	34	34	21
10132	3406	10132	2085	243168	24	0	24	24	24	197.815	315.883	23.964	13.180	1.814	13.145	197.815	315.883	23.964	185	300	12	28	32	21
10860	3752	10860	2221	271500	25	0	25	25	25	51.250	328.913	24.512	13.565	2.286	13.572	51.250	328.913	24.512	34	315	13	36	29	20
11644	3918	11644	2424	256168	22	0	22	22	22	186.978	287.892	25.247	14.097	2.576	14.423	186.991	287.894	25.247	171	271	14	32	36	19
11172	3690	11172	2381	256956	23	0	23	23	23	218.507	292.354	24.899	13.797	2.283	14.126	218.520	292.354	24.899	203	276	14	32	34	19
2046	1788	2046	906	34782	17	0	17	17	17	90.627	331.406	21.652	8.202	2.637	8.154	90.627	331.406	21.652	81	318	14	20	27	16
6021	2498	6021	1512	168588	28	0	28	28	28	351.707	152.702	26.540	11.192	2.031	11.426	351.707	152.702	26.540	338	141	17	29	25	16
5592	2920	5592	1619	111840	20	0	20	20	20	284.257	266.818	26.060	10.778	2.611	11.296	284.257	266.818	26.060	272	253	18	27	28	15
5974	2604	5974	1610	155324	26	0	26	26	26	339.164	21.412	26.963	11.280	2.283	11.587	339.151	21.412	26.963	326	8	19	27	29	14
1125	1306	1125	650	20250	18	0	18	18	18	341.883	128.574	24.548	8.446	3.206	8.438	341.883	128.574	24.548	330	117	19	24	22	14
7651	3054	7651	1923	221879	29	0	29	29	29	165.251	327.937	27.026	12.477	2.781	12.832	165.242	327.936	27.026	150	311	19	32	33	14
4192	2184	4192	1298	129952	31	0	31	31	31	356.325	182.794	28.223	10.311	2.582	10.492	356.334	182.794	28.223	343	168	21	26	30	12
1269	1200	1269	722	41877	33	0	33	33	33	97.351	283.538	30.459	7.540	2.524	7.672	97.351	283.538	30.459	87	272	27	21	26	6
