Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
22872	6194	22872	3847	205848	9	0	9	9	9	306.880	107.286	16.188	18.005	3.488	17.578	306.844	107.286	16.188	286	92	1	46	33	30
1793	1056	1793	637	1793	1	0	1	1	1	331.896	109.925	4.738	7.209	1.190	7.468	331.896	109.925	4.738	324	102	1	16	17	10
11712	3832	11712	2149	70272	6	0	6	6	6	317.091	197.663	11.628	13.741	1.477	13.940	317.091	197.663	11.628	304	182	1	26	32	26
17689	5154	17689	2911	123823	7	0	7	7	7	298.128	261.488	12.886	15.629	1.676	16.009	298.163	261.489	12.886	281	244	1	33	36	28
13394	4552	13394	2566	107152	8	0	8	8	8	284.375	293.747	13.198	14.734	2.004	14.562	284.375	293.747	13.198	270	280	1	31	31	30
11854	3976	11854	2164	142248	12	0	12	12	12	256.996	360.448	13.971	13.880	1.359	13.988	256.996	360.448	13.971	242	346	1	31	29	30
8151	2958	8151	1695	24453	3	0	3	3	3	251.415	411.773	8.656	12.149	1.537	12.592	251.415	411.773	8.656	237	398	1	29	28	19
9056	3100	9056	1898	36224	4	0	4	4	4	246.491	438.705	8.673	12.644	1.660	12.926	246.491	438.705	8.673	233	426	1	28	28	19
5500	2622	5500	1450	11000	2	0	2	2	2	198.827	493.745	8.614	10.470	2.205	10.688	198.827	493.745	8.614	188	481	1	22	28	19
1360	1140	1360	643	17680	13	0	13	13	13	289.438	2.175	14.458	7.183	2.073	7.317	289.438	2.175	14.458	279	0	5	22	8	19
13858	4182	13858	2312	249444	18	0	18	18	18	270.674	16.073	19.199	14.485	0.996	14.718	270.648	16.073	19.199	256	0	6	31	32	25
5443	2904	5443	1538	59873	11	0	11	11	11	273.118	328.384	15.525	10.625	2.371	11.155	273.118	328.384	15.525	261	316	6	26	26	19
16608	5324	16608	3228	315552	19	0	19	19	19	262.326	277.069	22.000	16.877	4.747	15.965	262.343	277.069	22.000	244	258	8	35	53	23
7425	2786	7425	1759	155925	21	0	21	21	21	290.881	129.139	22.308	11.866	1.579	11.806	290.868	129.139	22.308	278	117	11	27	25	20
5993	2570	5993	1513	119860	20	0	20	20	20	274.838	366.082	21.545	11.083	1.851	11.298	274.838	366.082	21.545	263	351	12	23	29	19
4185	1940	4185	1212	92070	22	0	22	22	22	299.484	145.424	24.192	9.947	2.061	9.775	299.484	145.424	24.192	285	134	15	27	21	16
3834	1988	3834	1190	88182	23	0	23	23	23	311.587	82.149	25.388	9.801	2.469	9.711	311.595	82.149	25.388	298	72	18	27	23	13
1242	1150	1242	619	29808	24	0	24	24	24	242.051	327.494	27.249	7.347	2.392	7.328	242.051	327.494	27.249	233	318	22	21	20	9
