Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
5452	2414	5452	1439	38164	7	0	7	7	7	366.485	5.007	13.816	10.939	2.270	11.256	366.485	5.007	13.816	354	0	1	30	14	26
15367	4850	15367	2749	199771	13	0	13	13	13	352.165	62.231	16.258	15.275	1.740	15.055	352.140	62.231	16.258	336	46	1	34	32	29
12190	4068	12190	2093	146280	12	0	12	12	12	228.392	271.920	15.380	14.020	1.507	13.972	228.392	271.920	15.380	216	253	1	26	37	29
13984	4214	13984	2558	55936	4	0	4	4	4	315.385	500.466	12.275	14.645	1.547	14.855	315.385	500.466	12.275	299	486	1	34	26	29
11019	3776	11019	1943	121209	11	0	11	11	11	338.117	20.904	16.470	13.512	1.171	13.429	338.141	20.904	16.470	325	7	2	29	30	28
9106	3388	9106	1799	81954	9	0	9	9	9	361.491	34.578	14.870	12.682	1.406	12.836	361.469	34.578	14.870	347	20	4	29	31	23
10813	3618	10813	1918	162195	15	0	15	15	15	263.422	463.759	17.079	13.360	0.974	13.413	263.440	463.760	17.079	251	449	4	27	30	26
7459	3472	7459	1962	59672	8	0	8	8	8	400.817	24.782	16.889	12.662	2.924	12.849	400.817	24.782	16.889	383	7	5	33	30	25
8238	3618	8238	2138	82380	10	0	10	10	10	394.678	38.375	17.863	12.498	2.757	12.589	394.678	38.375	17.863	381	28	6	34	23	24
2503	1538	2503	930	45054	18	0	18	18	18	283.039	508.024	19.095	8.656	2.188	8.854	283.039	508.024	19.095	272	502	7	24	10	23
2022	1544	2022	832	32352	16	0	16	16	16	245.121	351.675	17.773	8.425	2.434	8.483	245.121	351.675	17.773	235	344	11	21	19	16
2007	1610	2007	833	28098	14	0	14	14	14	240.707	363.801	18.248	8.283	2.701	7.949	240.707	363.801	18.248	229	355	11	26	16	18
8902	3124	8902	1947	169138	19	0	19	19	19	428.533	15.472	22.302	12.684	1.966	12.896	428.549	15.472	22.302	414	2	12	30	29	18
12316	4216	12316	2618	246320	20	0	20	20	20	465.146	33.144	22.821	14.570	3.023	15.066	465.106	33.144	22.821	448	15	12	37	37	18
9397	3404	9397	2086	225528	24	0	24	24	24	296.676	486.430	22.740	13.083	2.456	13.421	296.676	486.430	22.740	282	470	13	30	33	17
6506	2642	6506	1650	162650	25	0	25	25	25	330.447	50.938	23.433	11.563	2.263	11.839	330.436	50.938	23.433	317	38	14	28	29	16
7091	3056	7091	1851	163093	23	0	23	23	23	269.172	382.183	23.539	11.822	2.535	12.253	269.184	382.184	23.539	254	367	14	31	30	16
6188	2666	6188	1629	160888	26	0	26	26	26	255.108	276.256	23.925	11.413	2.302	11.676	255.101	276.256	23.925	241	263	15	29	27	15
8185	3360	8185	2105	237365	29	0	29	29	29	280.562	436.630	24.379	12.908	3.116	13.455	280.550	436.630	24.379	263	420	16	36	34	14
3101	1688	3101	1023	93030	30	0	30	30	30	368.873	84.575	25.102	9.090	2.055	9.065	368.874	84.575	25.102	360	71	18	20	27	12
1078	740	1078	479	33418	31	0	31	31	31	353.701	84.109	25.000	6.086	1.006	6.042	353.701	84.109	25.000	347	79	19	12	14	11
1992	1576	1992	977	63744	32	0	32	32	32	237.956	246.700	27.140	8.657	2.693	8.995	237.956	246.700	27.140	226	233	23	25	28	7
