Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
7315	2820	7315	1734	7315	1	0	1	1	1	295.736	293.343	7.500	11.797	1.890	12.173	295.736	293.343	7.500	283	281	1	28	27	17
19965	5378	19965	3123	119790	6	0	6	6	6	317.225	309.665	13.869	16.476	1.162	16.530	317.242	309.665	13.869	300	293	1	34	35	30
14689	4874	14689	2517	29378	2	0	2	2	2	168.357	326.215	16.846	14.657	1.962	15.073	168.357	326.215	16.846	152	311	1	33	32	31
13380	4102	13380	2390	66900	5	0	5	5	5	390.796	334.606	14.031	14.425	1.542	14.629	390.763	334.605	14.031	375	322	1	32	25	30
4520	2096	4520	1377	18080	4	0	4	4	4	506.546	344.052	11.653	10.375	2.226	10.656	506.546	344.052	11.653	500	333	1	12	25	26
12109	3846	12109	2223	36327	3	0	3	3	3	116.317	370.659	13.883	13.928	1.305	13.941	116.317	370.659	13.883	103	358	1	27	26	30
31586	8584	31586	5167	315860	10	0	10	10	10	27.620	429.595	13.970	20.706	5.358	20.470	27.620	429.595	13.970	2	405	1	54	48	31
4174	2052	4174	1260	29218	7	0	7	7	7	4.167	396.301	15.926	10.076	2.190	10.251	4.167	396.301	15.926	0	385	3	12	26	27
9546	3282	9546	1919	105006	11	0	11	11	11	487.603	345.117	20.032	12.845	1.206	12.895	487.629	345.118	20.032	474	332	6	27	26	26
10155	3358	10155	2104	121860	12	0	12	12	12	79.851	374.649	23.394	13.215	1.834	13.348	79.851	374.649	23.394	67	359	11	27	32	21
8461	3692	8461	2096	109993	13	0	13	13	13	55.166	409.770	22.278	12.504	2.585	12.952	55.166	409.769	22.278	39	396	11	31	30	21
